BatteryPower,Acceleration,TopSpeed,Range,Efficiency,FastChargeSpeed,NumberofSeats,Drive,PriceinSwitzerland
60,7.6,243,448,190,401,1,2,44180.6225
46,2.6,189,51,181,453,2,1,91484.34
41,12.4,188,299,153,1098,5,2,34597
77,8.1,183,352,226,713,1,1,47761.25
67,8.5,132,382,226,291,3,1,48886.7625
11,4.9,227,417,188,662,3,1,43734.485
85,2,112,260,193,377,2,2,106780.4325
51,6.4,141,272,146,306,5,2,33672.3996726191
55,9.6,181,225,218,566,2,1,38438.3
106,7.9,124,494,207,468,2,1,51897.215
61,7.7,159,422,170,626,4,1,35956.6523809524
73,4.8,237,434,204,93,1,2,65775.205
6,12.7,218,523,215,927,1,3,38108.99
73,6.8,150,364,165,542,5,1,50433.9541666667
89,7.1,141,428,178,710,5,3,43672.28125
112,13.3,246,291,195,829,4,2,67314.6725
62,3.8,134,90,124,307,1,1,52448.8856845238
106,7.3,182,493,157,460,2,3,48791.2441666667
59,4.4,209,462,180,384,3,2,57485.5175
75,7.4,148,437,215,509,4,2,46277.025
112,8.1,74,425,179,393,1,2,46777.86375
62,5.3,147,468,154,825,5,3,39295.0274702381
59,4.3,150,209,137,458,2,3,55199.8226785714
80,6,154,488,205,514,2,1,58830.5875
98,13,193,259,186,824,3,2,52771.9075
79,9.1,166,394,163,337,2,1,43672.9275
90,5.5,270,647,145,237,1,2,71404.9475
75,8.8,223,442,229,776,5,2,50377.095
79,14,177,445,133,553,2,1,43591.6775
79,4.5,158,407,242,674,5,3,69887.7575
123,1.2,157,318,186,265,2,3,107292.5525
106,6.4,162,201,191,383,1,3,60764.6875
32,3.8,187,398,164,637,4,1,51602.952202381
107,4.9,174,429,198,568,3,1,63891.39
55,1.4,143,478,223,375,2,2,94477.7416666667
72,10.3,8,574,215,324,5,2,48773.925
87,10.4,231,77,236,51,5,3,59539.7875
96,9.1,214,540,208,679,1,1,54926.02
77,3.8,169,400,187,588,1,3,65034.635
74,9.2,156,230,173,521,2,2,43740.95625
68,11.9,201,204,191,474,2,3,49724.9525
81,6.7,220,459,177,1279,3,2,58765.285
98,3.4,106,357,176,715,4,1,77548.6491666667
46,8.9,146,604,190,292,4,3,37564.75
63,8.8,149,260,207,907,2,2,39904.3541666667
115,11.7,148,322,159,450,3,3,49714.293125
6,5.6,183,342,198,467,3,3,41131.145
32,5.7,213,474,181,641,4,2,41283.0775
76,12.6,174,376,221,111,3,2,51544.7125
69,8.2,90,587,203,643,5,3,43562.1625
85,15.6,187,494,158,463,2,1,47804.7975
39,8.5,84,393,180,165,5,2,32676.93125
116,2.7,61,382,165,912,2,3,108830.51
25,6.2,188,416,162,834,5,2,33473.0767857143
99,11.9,174,336,151,659,3,2,46511.205
90,9.1,211,274,216,557,3,1,55565.44
52,8.4,123,326,211,551,4,3,38672.690625
68,4,193,354,240,232,3,3,74982.245
8,11.6,194,454,165,586,1,3,29189.7458333333
51,8.4,239,239,169,578,5,1,36960.2861607143
50,8.5,191,413,250,785,2,1,43315.7575
52,7.8,326,358,213,483,5,2,51662.4925
96,6.6,133,323,172,220,4,3,56365.44125
55,2.9,136,261,203,849,1,2,95715.7025
115,13.4,125,455,129,906,1,3,46254.8345833333
90,7.2,173,382,169,502,5,1,43995.9375
74,1.9,202,461,207,816,2,3,95731.7775
103,6.2,243,355,155,596,3,2,66844.6491666667
30,8.8,140,238,162,949,3,3,28565.521875
89,9.6,240,234,223,385,4,1,59026.1525
2,5.8,195,341,185,437,3,1,40197.375
111,4.5,197,505,178,636,2,2,80542.525
86,12.3,227,281,191,911,4,1,56419.8625
68,10,227,242,206,421,3,3,52734.9575
99,10.7,243,288,184,469,2,3,58255.615
73,8.7,112,271,140,611,2,2,42227.9916666667
109,9.4,150,277,192,552,2,1,50223.23
48,4.9,182,335,215,995,3,1,47268.5775
36,6.8,75,230,196,494,4,1,39236.8772916667
61,3.2,214,408,179,207,4,1,84790.5625
64,7.1,197,369,188,601,3,2,42457.9125
78,9.4,198,465,246,798,4,2,50888.11
35,4.1,175,487,169,639,3,3,55264.418452381
95,11.2,193,350,152,960,2,3,49278.685
10,10.2,209,535,178,1012,3,1,31980.225
110,7.9,125,139,197,747,3,1,50527.8125
69,8,229,38,211,907,3,2,54025.715
19,10.1,227,465,244,287,1,3,37260.3225
126,5.3,127,229,153,356,3,3,61073.6454166667
59,7.9,236,221,206,624,3,3,41918.525
67,6,187,321,205,370,5,2,54001.3625
69,12.8,114,197,196,802,4,3,46886.1875
42,7.1,193,367,231,1183,2,1,40883.308125
29,11.5,159,577,218,380,3,2,34210.55
44,6.6,293,785,195,616,2,1,53091.148125
12,6.8,145,542,222,661,4,2,39389.400625
28,10.7,196,568,200,945,4,3,36952.5875
39,10.4,200,358,154,702,4,2,35065.4833333333
57,10.8,173,207,213,719,4,3,36684.4333333333
18,9.3,94,375,220,366,5,1,32489.55
70,4.7,197,434,269,253,2,3,65282.555
91,8.3,207,450,160,576,4,2,47759.5195833333
32,1.5,163,484,140,814,4,1,83401.885
84,6.8,264,437,186,764,2,1,70950.495
50,1.2,185,265,234,256,3,2,98216.6
59,8,261,368,200,957,5,1,50686.5425
96,10,235,417,250,506,5,1,55541.0525
63,1.9,220,330,163,506,3,2,87868.6139285714
59,7.6,202,358,222,441,2,1,42131.7966666667
54,5.5,233,382,240,758,5,1,46714.1175
90,6.8,176,387,170,976,5,2,53729.7333333333
70,7.6,131,286,213,632,4,1,48242.55
80,15.3,139,402,186,631,4,3,45634.9275
65,6.2,188,271,235,87,3,2,57533.815
57,7.9,179,481,225,98,1,3,41818.0375
18,13.5,221,457,182,367,1,3,34031.8225
38,9.6,137,327,192,558,3,1,36692.490625
61,6.7,182,271,149,478,5,1,38084.2693452381
30,4.6,173,400,230,782,5,2,57518.595
53,8,174,265,205,295,2,3,39656.5
90,8.6,258,149,177,560,1,2,62498.03
70,8.3,260,328,154,649,5,3,53511.7779166667
46,8.8,176,341,226,197,2,2,40005.45
47,7,134,639,207,338,4,3,38159.9083333333
48,9.7,147,479,169,752,1,3,33920.8498214286
79,12.3,223,566,153,56,4,2,50817.3975
98,7.2,212,528,172,284,5,1,51293.5625
23,9.4,206,243,165,585,1,2,29390.1958333333
60,7,173,335,149,212,2,1,31960.47125
111,9.8,228,193,197,586,3,2,57661.8075
72,3.7,152,463,129,480,4,2,63433.2483333333
58,5.8,157,510,183,717,4,3,44511.9608333333
68,8,123,404,162,305,5,2,40679.871875
22,2.5,226,93,229,229,4,1,97413.9625
39,8.7,125,499,195,685,3,3,37281.8375
56,10.2,211,281,196,363,1,3,38766.8666666667
79,7.1,201,380,243,779,1,3,51904.08
37,9,149,477,187,912,3,2,34988.9
85,4.7,176,281,184,370,4,2,63365.78
46,4.6,127,391,225,601,2,3,62409.448125
53,5.2,129,560,181,640,1,2,44174.650625
115,12.5,166,504,210,493,5,1,52078.5
41,7.2,191,386,161,383,2,3,32283.4779761905
33,6,186,531,221,863,1,2,43483.6625
38,2.5,203,456,221,326,2,2,95561.3666666667
75,3,191,386,184,266,1,1,94558.3775
49,7.2,168,339,156,373,5,3,32047.7596428571
45,10.9,154,445,167,69,5,3,28751.8733333333
64,7.9,207,573,168,620,5,3,37738.879047619
78,9.1,162,461,160,157,2,3,43069.845
57,0.8,155,472,173,720,3,1,88019.1625
47,6.3,153,87,137,60,3,3,34652.4035714286
98,6.6,142,144,167,608,4,3,55830.8154166667
82,6.2,181,375,167,461,5,2,52628.7604166667
71,3,186,302,174,911,5,3,95161.5125
15,11.5,218,248,168,691,5,1,29137.7541666667
25,6.4,239,408,231,256,5,1,42022.6275
24,5.9,142,285,153,399,4,1,31296.4644345238
62,8,147,117,144,705,4,3,33742.9885416667
97,5.6,176,413,198,289,5,1,57462.42
70,4.3,109,507,192,669,1,1,70124.1375
93,3.4,232,770,220,927,5,3,85442.3125
85,3.9,189,285,213,192,3,3,78786.8525
86,6.9,220,334,200,274,1,3,55661.69
54,6.1,136,459,197,15,5,1,42330.6375
75,5.8,161,137,199,869,3,2,55842.3925
56,9.3,154,564,193,488,5,2,39544.7083333333
27,10.6,163,228,269,697,3,1,38803.72
58,9.6,201,540,197,451,2,2,41737.4
74,10.1,178,448,153,300,2,1,43737.04375
103,5.8,186,500,169,602,3,3,62235.375
60,7.8,129,510,207,493,2,3,40111.078125
119,5.9,183,401,174,411,2,3,59411.5925
75,5.5,77,273,229,224,3,2,61669.67
100,7.2,148,122,190,759,2,2,48847.7175
53,3.2,195,294,242,22,5,1,91610.9625
89,10.8,239,148,144,559,1,2,54400.4975
26,4.8,266,237,205,257,3,3,54706.0275
100,6.9,134,409,196,480,1,3,47638.01
116,7.1,180,506,206,896,1,2,51051.895
152,5.8,227,310,190,821,5,2,64449.6475
89,7.7,197,465,172,401,5,2,47574.8425
113,4.2,179,500,213,458,3,3,83577.645
80,9.2,148,399,193,397,4,2,46912.0975
51,8.5,218,577,189,609,3,2,41790.7
46,8.9,178,162,182,397,1,2,36998.15
33,7,219,299,191,527,1,3,37881.8
0,7.2,179,451,208,463,3,2,35926.9875
93,6.6,165,268,170,656,5,1,54411.5458333333
99,10.6,180,426,198,595,4,1,47703.75
16,10.6,237,67,178,437,4,1,27962.8375
37,8.5,167,467,182,619,3,2,35298.9125
24,7.8,232,292,208,173,3,2,36986.5375
72,5.6,116,515,195,635,2,2,56789.43
78,7.9,207,278,169,775,4,2,47684.6233333333
30,7.5,280,85,173,438,3,2,39629.5183333333
83,6.9,158,433,187,1026,3,3,48210.3475
66,2.9,241,334,215,200,5,2,101710.0625
64,5.2,187,55,179,913,3,1,44773.3241666667
129,6.6,184,386,178,377,2,3,57875.7275
88,2.7,115,121,138,561,4,1,101630.6275
31,4.9,149,248,198,289,3,3,41236.3475
87,5.4,153,418,202,320,4,3,59347.7775
114,5.2,137,503,218,549,4,3,65977.6325
29,4.9,235,442,208,6,1,1,46063.7225
72,10.7,212,170,224,507,2,3,53029.6075
81,14.1,289,409,163,244,5,1,58228.655
105,10.1,189,427,197,507,2,1,50944.7425
12,3.7,197,270,228,413,5,2,56541.3125
125,9,228,120,213,892,2,2,58968.5525
45,8.1,219,294,203,705,3,2,39929.1
51,5.9,218,455,221,807,5,2,45092.82
73,6.7,235,239,234,307,4,1,64621.965
46,8.1,163,260,130,607,3,2,33476.5652083333
56,10.8,237,363,229,274,5,3,39634.0625
16,9.8,171,514,165,532,3,3,28771.1208333333
52,5.2,187,340,204,447,1,1,46413.8075
77,4.6,117,195,217,630,1,2,72613.555
92,12.4,186,319,179,304,4,3,52741.1975
18,7.1,139,426,190,771,1,3,34049.953125
82,8.1,162,375,215,367,5,2,49782.7125
38,10.7,199,430,192,860,2,2,38305.2
62,9.7,192,224,206,66,3,2,41366.875
98,5.1,161,338,194,816,1,2,60945.2325
94,5.2,205,489,187,259,5,3,59696.665
55,11.5,109,172,179,445,3,3,32298.8166666667
93,8.3,191,274,197,21,4,2,54753.85
90,9.5,161,410,172,320,4,1,47247.8766666667
52,3,168,217,169,14,1,3,90613.115
70,4.3,215,395,259,752,1,1,74964.275
62,10.5,174,270,185,633,3,1,37114.3333333333
20,3,134,318,213,538,5,2,93683.15
97,7.8,140,302,149,294,5,3,48235.571875
84,4.8,255,460,249,657,2,2,78575.0375
74,4.4,113,339,194,455,5,1,62830.4175
99,7.5,136,551,187,124,4,3,50932.1525
50,12.5,208,228,188,615,5,1,37804.8125
108,6.7,147,295,180,553,2,3,58752.10375
105,7.4,181,307,180,1033,4,3,51002.215
44,11.3,97,492,150,836,2,2,32751.575
14,12.1,151,24,105,664,5,2,25117.1160416667
140,11.2,219,481,188,445,5,2,54732.1575
57,3.3,220,184,239,546,5,1,85120.3
81,6.1,285,616,182,604,2,2,70291.4375
47,9.5,191,277,178,296,3,1,33696.11875
99,5.1,276,313,191,877,2,1,75166.9925
57,4,265,298,248,590,4,2,75210.305
79,4.3,203,276,137,468,5,2,65394.3525
87,2.6,229,379,175,5,5,1,107370.1
77,4.5,202,310,219,7,2,3,75575.985
27,5.9,160,177,146,303,3,1,33004.6883928571
91,6.5,230,109,245,778,4,3,66684.53
52,9.8,129,565,225,570,5,3,38757.65
42,7.5,211,393,164,681,2,3,35891.7148214286
23,5.8,229,545,192,545,2,2,44207.1975
105,4.9,150,655,200,498,3,3,65244.44
58,8.3,174,454,226,488,1,3,41036.1333333333
89,8.3,147,385,162,379,3,3,43671.456875
108,1.7,207,256,241,241,2,1,114935.1375
87,8.2,192,512,229,626,4,3,52894.545
86,1.9,127,150,174,315,2,1,106008.99
72,5.2,198,559,189,296,4,3,60751.9325
90,5,237,276,134,692,1,2,66861.825
98,5.1,220,258,196,444,1,3,65416.75
22,3.4,140,309,200,855,2,3,59561.635625
89,6.5,176,119,202,354,3,2,60027.8925
110,10.1,243,427,120,395,3,2,53873.155
89,4.3,198,431,202,72,3,3,78693.03
112,9.8,218,365,234,296,3,2,59709.33
124,10.4,159,323,223,405,5,2,52915.0125
50,7.7,211,427,181,263,5,3,39178.4416666667
98,3,206,333,203,748,5,2,108187.2625
69,9.3,151,283,204,913,3,1,46238.52
79,7.8,181,364,214,548,3,1,48776.7275
67,9.4,124,365,222,564,2,2,45228.9875
35,4.6,248,300,169,497,1,2,64110.2184523809
63,6.7,169,216,197,643,2,1,45821.2408333333
29,7,163,337,134,517,4,2,29620.3783333333
65,9.6,173,221,225,430,1,3,45880.4375
51,4,165,468,220,718,4,1,63663.6775
29,4.7,139,277,213,101,3,2,43742.175
51,7.3,105,439,196,482,1,2,39019.633125
3,10.9,118,277,203,515,3,2,31143.175
52,0.1,213,174,197,415,3,2,92981.0625
44,14.3,131,374,215,421,4,3,40312.49
22,4.2,181,349,210,1024,4,2,60796.6625
120,0.9,142,95,179,348,3,3,106849.4525
17,9,190,272,179,22,5,2,28498.225
55,11,228,456,208,940,5,1,39908.45
57,6.9,174,276,242,840,5,2,40898.8308333333
104,5.6,180,80,195,816,4,1,61129.405
68,10.3,227,283,219,639,3,3,52733.52
52,4.3,205,414,174,572,3,3,58420.2142857143
134,8.8,247,370,193,139,4,1,66954.085
12,7.8,199,216,226,362,2,1,35592.3
34,8.4,292,395,212,398,5,1,47892.395
143,7.8,161,333,199,717,3,3,49135.3375
81,7.7,190,379,190,693,3,3,48615.16
136,3.8,165,323,171,31,5,3,71059.0475
56,4.6,198,531,163,152,5,3,53014.9820833333
74,9.3,198,255,194,393,3,3,50608.49
52,5.7,151,551,204,507,3,1,45298.3839583333
32,7.7,228,337,180,242,5,3,32572.9375
68,10.6,223,413,229,555,3,1,52186.3475
110,6.7,185,408,203,590,2,1,59513.5375
114,8,224,408,112,527,5,1,51075.63625
113,7.6,178,399,198,761,3,3,48428.3375
72,7.3,179,492,189,1096,2,3,46975.295
37,11.1,193,396,175,463,5,2,32857
21,6.1,146,320,216,663,4,1,39722.923125
117,9.5,223,408,156,454,3,1,51369.565
83,8,143,466,193,271,1,3,49612.38
80,9,179,284,170,394,2,3,47102.40875
68,8.7,217,173,171,402,1,2,46388.7325
88,9.9,191,583,203,612,5,1,49454.975
61,6.9,164,595,176,442,5,3,37003.783452381
81,3.7,115,254,201,214,5,2,67225.85
64,4.3,208,313,215,748,3,3,66858.96
60,3.4,217,359,212,396,1,2,65718.7275
122,9.6,185,519,142,637,4,3,48595.4675
104,8.4,207,475,188,898,5,1,52462.215
93,4.2,172,353,209,646,2,1,76972.1925
109,6.3,195,447,198,753,3,1,61003.88
54,12.5,263,405,202,142,4,2,50029.3575
60,5.8,207,280,149,600,3,2,42661.8555952381
91,12.6,140,292,198,547,1,2,49878.8375
92,6.3,305,451,184,297,4,3,71267.8825
45,8.5,164,339,165,822,3,1,33552.2705357143
65,7.3,171,290,142,268,4,3,41546.15
70,7.4,149,199,212,694,3,1,47910.15
58,5.8,228,251,249,337,5,2,46714.795
20,12.8,276,410,178,312,3,2,40089.9175
89,3.3,236,158,184,489,2,2,97677.93
80,1,196,362,165,360,5,3,97666.4125
19,4.9,164,326,199,705,2,2,41647.785
71,8.8,259,593,231,697,3,2,61390.55
70,7.4,188,372,202,210,2,3,49679.3825
60,4.9,160,159,194,560,3,1,45385.9683333333
57,6.7,202,168,242,839,1,1,47045.225
66,7.2,222,412,244,595,5,1,50121.4825
67,8.6,166,151,169,385,5,1,41105.928125
90,8.6,176,226,178,248,2,3,50423.4475
98,5.3,189,394,205,573,5,3,57576.5625
92,13.4,207,356,144,807,4,3,49848.1175
72,5.7,195,459,255,290,4,1,61141.68
52,8,120,450,222,335,2,2,37996.6833333333
28,7.9,248,471,161,513,2,1,41383.0955357143
76,6,155,310,208,370,1,3,59683.37
102,12.2,186,373,210,784,2,1,51704.405
59,10.2,62,337,179,521,3,3,35720.325
52,6.8,224,288,151,10,3,2,38258.015
85,0.7,125,563,182,765,4,2,104756.3975
61,4,176,324,199,523,5,2,58820.4625
102,2.7,194,642,203,64,3,3,106462.345
76,3,244,557,147,786,5,3,91326.525
88,10.6,206,320,223,460,5,3,55576.895
52,8,176,103,164,503,4,1,33055.0546130952
60,6.8,155,71,195,555,1,1,43038.273125
68,7,125,195,124,294,1,1,44250.6197916667
85,4,172,382,212,744,2,3,79048.1875
73,9.6,236,638,189,159,1,2,54488.785
76,3.6,135,258,186,19,3,2,67514.8575
61,5.1,183,511,189,512,1,1,48119.86
80,7.6,173,435,141,763,2,3,42591.5816666667
73,2,136,478,177,194,2,2,92265.785
70,9.5,224,201,208,413,2,3,53831.4825
70,7.5,227,111,224,452,2,2,54845.495
22,12.7,248,314,175,92,2,1,40213.875
89,3.7,202,252,253,503,1,3,78978.3375
33,3.2,226,491,208,453,3,1,87483.835
30,11.2,152,586,212,718,2,1,33669.6375
96,10,203,453,208,618,2,1,53203.9725
39,9.2,191,443,166,532,5,2,34166.8854166667
65,4.4,97,486,131,654,1,1,62838.1941666667
93,5.6,207,177,219,289,1,2,65597.1275
53,1.2,275,203,238,461,4,1,111018.2775
68,8.1,105,253,165,533,4,3,42521.4833333333
40,3.3,154,263,186,398,4,2,79216.025
99,3,183,328,214,1160,3,1,114764.6525
90,3.5,233,287,158,599,4,3,79938.6775
27,4.1,161,253,164,441,1,3,52618.1843452381
63,2,157,129,222,409,1,3,98299.225
50,6.3,158,367,167,993,1,1,39439.3248214286
46,5.4,187,424,171,378,3,1,40005.929375
85,6.9,204,385,164,856,5,1,47900.3
74,9.4,146,268,193,844,2,2,45372.965
9,6.5,144,238,209,677,2,3,39379.260625
84,2.3,325,173,191,729,1,2,120592.4425
117,7,212,384,209,463,4,1,55656.6175
45,2.6,206,439,180,86,4,3,89048.46
99,2.5,200,381,143,501,1,1,102689.115
106,9.6,185,134,187,584,1,3,51078.855
38,8.7,196,494,203,129,4,2,40532.575
26,9.4,266,319,199,290,5,2,45608.645
88,8.3,178,402,229,392,3,2,51176.01
45,8.5,112,444,263,451,4,1,40897.735625
4,7.1,191,378,214,738,1,3,36872.4
74,2.3,180,367,193,111,1,3,95555.925
41,8.9,167,107,232,367,1,1,37812.690625
23,6.5,183,312,166,474,3,1,34526.632202381
47,5.3,236,250,187,792,2,2,45988.775
77,5.3,168,572,181,311,2,2,58769.4275
49,11.4,213,253,205,373,1,3,39174.4
51,8.5,215,19,190,850,5,1,40538.225
40,9.8,189,426,187,308,3,3,38229.875
2,10.3,193,235,202,167,4,2,34407.8375
53,7.3,159,265,204,629,5,2,39493.6383333333
81,4,152,382,197,974,3,2,70879.665
88,13.5,144,361,185,592,1,3,47864.1375
34,10.6,126,358,196,389,1,2,33252.4125
31,5.7,183,463,171,583,1,3,37815.6733333333
87,4.4,150,516,172,318,2,1,73102.8175
67,2.5,221,334,246,362,3,1,102468.75
82,6.2,158,519,185,892,2,1,58290.165
58,6.2,185,367,179,471,2,3,43039.6791666667
43,13,152,685,168,370,4,3,30305.5129166667
76,8.6,259,258,182,550,1,2,56873.205
44,2.5,208,291,163,510,1,1,87085.1591666667
80,5.2,194,511,221,1000,2,3,63261.7275
132,7.5,218,282,218,306,3,3,59965.955
77,6.1,119,109,224,495,5,1,55835.5625
57,5.3,179,490,215,865,5,3,45181.4825
48,4.8,164,631,116,808,3,2,44078.44625
38,5.7,154,316,215,820,5,2,41567.803125
106,7.4,132,120,194,909,3,3,50676.085
89,9.4,225,244,211,307,4,2,58949.0925
80,9.3,218,238,210,457,2,3,55305.51
117,11.7,217,287,203,169,4,3,58701.0675
82,4.9,192,456,245,508,4,2,63952.335
30,8.9,186,319,160,274,1,3,27985.6520833333
69,8.4,252,221,197,219,4,1,60746.985
94,6.7,193,370,200,365,4,2,59567.77
25,1.6,188,291,180,450,4,1,89736.9525
51,14.2,177,448,177,761,3,2,39740.4975
32,6,191,248,236,381,5,2,41358.135
35,8.7,168,306,207,930,2,1,35966.625
107,5.8,136,111,164,457,2,3,59317.0775
61,4.7,68,404,213,526,2,1,47776.403125
46,9.1,125,360,176,511,4,1,35415.61875
101,13.6,188,385,136,244,2,2,50047.485
72,5.3,209,488,238,534,3,1,62654.5875
80,12.8,168,272,195,184,5,2,52903.9475
30,8,198,285,188,877,3,1,36534.1875
118,10.1,155,415,182,627,2,1,46057.83
87,12,197,137,190,383,2,3,54481.52
23,8.1,187,335,149,69,1,2,26243.0875
90,11.3,160,243,175,437,1,3,49392.085
97,14.1,164,324,177,277,5,3,50067.575
72,4.9,203,533,187,501,2,1,61989.08
91,7.8,161,121,210,348,4,3,54599.06
73,9,141,330,203,414,2,2,46318
81,6.7,233,414,236,1095,4,3,62863.26
45,4.4,195,360,197,958,5,3,57635.0575
114,7.3,141,486,180,389,5,1,47044.48625
57,7.8,233,113,156,790,1,2,35608.5245833333
64,4.8,185,580,160,315,1,3,45032.3933333333
93,7.1,123,419,172,697,3,1,44938.7833333333
48,13.4,200,543,204,554,4,3,43658.9375
121,11.9,180,246,179,354,5,2,50928.6
35,7,222,223,158,644,3,1,31555.688452381
48,6.9,186,200,163,271,1,3,32801.2529761905
71,5.7,235,540,175,793,4,2,64468.805
68,6.9,240,242,180,247,5,1,50366.5875
85,3.9,283,298,222,690,4,1,91217.6025
78,10.5,186,647,197,330,3,3,49784.49
90,8.2,182,59,207,105,1,1,56014.41
71,3.9,135,323,158,569,4,2,64746.1133333333
0,4.5,161,202,181,426,4,2,53114.4725
4,5.5,100,326,215,886,5,3,38291.765625
62,8.9,132,260,194,577,2,3,39068.1291666667
118,7.9,179,533,186,858,4,3,49968.6525
46,8.2,277,202,197,867,3,3,49304.54
82,4.6,192,430,246,170,5,2,73074.07
67,3,112,391,190,142,5,3,92115.1575
58,8.7,193,401,225,771,2,1,41316.4375
116,1.9,153,374,198,497,5,3,106853.8375
130,3.3,165,592,243,207,2,1,102433.8225
1,3.3,203,372,196,443,1,3,80150.1041666667
90,8.3,145,498,211,278,5,3,53157.125
81,9,208,373,191,89,3,3,53304.6925
69,8.9,196,487,173,359,3,2,45497.3825
19,2.9,214,503,173,545,5,1,87278.9
86,7.5,208,367,183,815,2,3,50733.42
183,6.8,303,210,148,731,1,3,71056.5991666667
70,2.4,209,336,144,731,1,2,90996.94
39,1.5,264,502,196,410,1,3,100804.145
90,8.8,229,315,178,628,2,1,55169.065
86,10.1,158,356,247,186,1,3,54819.3975
117,11.8,84,255,172,383,3,2,49753.2025
101,6.1,237,407,182,325,4,1,65686.705
64,7.1,172,298,157,843,4,3,36629.4519642857
40,6.6,299,224,158,99,4,3,46707.44625
88,11.7,226,245,187,830,2,3,55898.355
33,5.3,206,292,205,400,1,3,43749.345
89,6.2,196,513,172,417,1,2,60818.1925
61,9.1,233,240,144,576,1,2,37119.8630952381
91,9.4,187,285,177,826,1,1,49465.4325
77,4.8,183,519,201,772,2,1,60798.6075
58,7.1,211,289,161,385,4,3,33322.0079761905
58,0.8,221,393,174,870,4,2,92896.1775
79,7.4,142,290,219,935,2,3,49454.105
89,7.5,173,402,189,619,3,3,46418.65
66,7.1,196,443,173,886,4,2,46248.6816666667
97,2.9,250,382,153,500,1,2,115261.3075
93,5.1,189,396,172,226,1,2,61268.2825
59,7.2,275,541,212,346,3,1,50732.4941666667
88,7.4,132,503,164,131,4,2,46818.3975
94,10.8,169,293,190,410,2,3,51855.935
90,13.7,187,406,246,725,3,2,51670.625
54,10.5,235,445,175,779,4,3,39467.6
1,11.2,243,323,201,668,3,2,37506.4575
38,11.1,227,321,205,260,4,1,37857.6775
87,11.3,179,364,212,654,2,2,50027.7125
68,8.7,161,596,197,375,5,2,44742.8375
53,11.6,137,289,216,389,3,1,34899.65
91,9.9,231,314,191,534,1,2,56398.245
102,4.3,173,424,245,1011,3,1,80426.2475
46,10.6,279,320,222,1036,3,3,49505.835
62,5,216,593,213,34,1,2,50717.355
64,9.6,230,237,168,584,3,3,38292.4922619048
89,9.2,215,266,267,1038,4,3,56854.0875
53,7.5,138,440,180,18,2,2,33928.22375
0,8.9,179,494,196,599,3,1,36005
74,6.5,228,470,214,342,2,2,63939.0825
13,3.8,172,643,189,907,4,1,55898.725
20,3.8,187,47,149,788,5,2,47294.9866666667
48,4.5,144,378,162,479,2,1,53788.7769047619
44,10.5,182,189,145,533,2,3,34385.4625
52,0.1,104,364,193,590,1,3,92120.45
39,5.9,216,401,175,560,4,3,43295.5642857143
47,10.6,186,228,194,722,3,2,36352.0125
69,8.3,176,460,179,593,4,1,42771.125
30,7.4,244,362,170,556,1,2,34344.9566666667
38,8.3,136,694,159,611,2,1,31950.231577381
86,5,188,602,169,419,4,1,62465.8279166667
14,6.8,301,101,191,584,4,1,49802.4625
95,12.9,176,314,196,343,5,2,53914.8275
72,2.5,193,677,159,169,2,2,89775.3475
33,12.5,231,394,170,872,2,3,32739.0575
66,6.3,185,501,196,158,4,2,57685.6925
71,9,138,441,171,873,4,1,42126.56375
90,5.2,152,253,191,408,5,1,57597.595
76,5.2,202,455,140,391,5,1,53574.9041666667
50,6.4,98,296,214,517,1,2,43760.823125
24,10,193,244,229,960,4,3,34575.4875
50,4,195,284,182,786,5,2,55338.9175
76,7.6,170,445,229,582,5,2,45332.225
77,9.1,278,213,234,400,4,3,62242.245
31,9.3,204,275,180,651,3,1,32951.425
53,3,229,307,226,527,1,3,99817.45
86,6.5,74,273,205,855,2,3,59526.0325
87,4.7,176,268,254,175,1,3,67927.485
54,10.5,111,559,190,648,2,1,36439.875
58,3.7,116,245,225,232,4,1,60864.345
21,5.9,187,336,206,543,2,3,41877.295
68,4.2,259,154,172,264,3,1,73983.5825
47,7.1,189,352,207,78,3,3,41528.375
56,6.2,141,504,188,166,4,2,44131.19
105,5.2,176,626,214,710,3,2,65858.82
97,5.2,121,356,192,349,4,1,61260.0025
48,7.8,211,544,184,455,4,3,42014.95
27,5.8,252,253,234,824,4,2,54499.0375
62,8.8,218,349,252,408,2,1,44514.1575
119,6.9,142,343,133,672,2,2,47211.0883333333
2,4.4,184,288,139,209,5,1,48177.4075
105,5.7,223,354,164,894,5,1,60813.5516666667
88,9.1,123,261,193,756,1,1,48684.5325
61,8.5,224,593,183,755,1,1,41845.4875
105,11.4,209,280,162,339,1,3,53513.46125
109,5.8,194,146,185,456,4,2,62019.56
43,4.7,215,260,254,218,1,3,51911.29
66,10.4,126,174,176,557,5,3,42514.775
52,1,188,348,215,305,3,1,96477.5875
49,6.5,225,412,170,129,4,1,39567.7316666667
90,11,186,150,207,747,5,3,52140.5875
58,3.5,182,174,178,305,1,1,57303.9483333333
59,7.9,237,525,218,903,5,2,42676.6925
